case_number,source_file_key,docket_numbers,citation,citation_year,citation_seq,case_name,pdf_url,date_argued,date_issued,days_to_decision,term_year,lower_court,lower_court_type,lower_court_judge,case_type,appeal_type,outcome,author,author_display,majority,dissent,concur_separate,not_participating,vote_string,is_unanimous,has_dissent,has_separate_concurrence,topics,rsa_citations,rsa_primary,involves_statutory_interpretation,standard_of_review,summary_paragraph,word_count,opinion_type,parse_version,parse_timestamp,parse_confidence
2014-0296,2014-0296,['2014-0296'],,,,Geoffrey Fowler v. Annabella Morse,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140296.pdf,,2015-04-07,,2015,"Circuit Court (Runyon, J.)",circuit_court,Runyon,civil,standard,remanded,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['property', 'contract']","['RSA 540:13', 'RSA 540:13, III']",RSA 540:13,False,['de_novo'],,1490,case_order,1.0.0,2026-07-16T02:04:35.265627,0.8
2014-0301,2014-0301,['2014-0301'],,,,State of New Hampshire v. Oscar Quinta,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140301.pdf,,2015-03-13,,2015,"Superior Court (Garfunkel, J.)",superior_court,Garfunkel,criminal,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['criminal', 'civil_procedure', 'statutory_interpretation']","['RSA 645:1', 'RSA 645:1, II', 'RSA 645:1, I']",RSA 645:1,True,['de_novo'],,645,case_order,1.0.0,2026-07-16T02:04:35.429640,0.8
2014-0306,2014-0306,['2014-0306'],,,,"Shepherds Hill Homeowners Association, Inc. v. Shepherds Hill Development Co., LLC",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140306.pdf,,2015-04-02,,2015,"Superior Court (Colburn, J.)",superior_court,Colburn,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['civil_procedure'],"['RSA 356-B:3, XXIX', 'RSA 356-B:23, III', 'RSA 356-B:23']","RSA 356-B:3, XXIX",False,[],,311,case_order,1.0.0,2026-07-16T02:04:36.063993,0.8
2014-0313,2014-0313,['2014-0313'],,,,David Jackson & a. v. Richard Mason,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140313.pdf,,2015-02-13,,2015,"Circuit Court (Introcaso, J.)",circuit_court,Introcaso,civil,standard,vacated,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,[],"['RSA 540-A:4', 'RSA 540-A']",RSA 540-A:4,False,[],,204,case_order,1.0.0,2026-07-16T02:04:36.119389,0.8
2014-0321,2014-0321,['2014-0321'],,,,State of New Hampshire v. Robert C. Frink,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140321.pdf,,2015-05-21,,2015,"Circuit Court (Boynton, J.)",circuit_court,Boynton,civil,standard,dismissed,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['administrative_law', 'civil_procedure', 'DWI']","['RSA 265-A:2, I', 'RSA 265']","RSA 265-A:2, I",False,[],,1381,case_order,1.0.0,2026-07-16T02:04:39.370179,0.8
2014-0327,2014-0327,['2014-0327'],,,,State of New Hampshire v. Jeffrey Guyette,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140327.pdf,,2015-06-19,,2015,"Superior Court (Delker, J.)",superior_court,Delker,criminal,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,['criminal'],"['RSA 631:3, I', 'RSA 625:11, V', 'RSA 626:2, II']","RSA 631:3, I",False,[],,1341,case_order,1.0.0,2026-07-16T02:04:39.937190,0.8
2014-0330,2014-0330,['2014-0330'],,,,Town of Hampton v. Thomas L. Morgenstern,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140330.pdf,,2015-02-19,,2015,,,,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,[],"['RSA 676:17, I']","RSA 676:17, I",False,[],,304,case_order,1.0.0,2026-07-16T02:04:40.013621,0.8
2014-0331,2014-0331,['2014-0331'],,,,In the Matter of Maureen Crosson and Samuel Crosson,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140331.pdf,,2015-03-16,,2015,"Circuit Court (Sadler, J.)",circuit_court,Sadler,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['insurance', 'family_law', 'property']","['RSA 458:16-a', 'RSA 458:19', 'RSA 458:16-a, II', 'RSA 458:16', 'RSA 458:19, I', 'RSA 458:19, IV']",RSA 458:16-a,False,[],,1371,case_order,1.0.0,2026-07-16T02:04:42.207661,0.8
2014-0336,2014-0336,['2014-0336'],,,,"Miroslav Zecevic v. US Bank National Association, as Trustee, & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140336.pdf,,2015-09-17,,2015,Superior Court,superior_court,,civil,standard,affirmed,per_curiam,Per Curiam,2,0,0,1,2-0,True,False,False,"['civil_procedure', 'property', 'contract']",[],,False,['de_novo'],,1000,case_order,1.0.0,2026-07-16T02:04:42.537221,0.8
2014-0342,2014-0342,['2014-0342'],,,,"Thomas Kondrat, Trustee of the Irene M. Kondrat Trust v. Town of Freedom & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140342.pdf,,2015-04-29,,2015,"Superior Court (Houran, J.)",superior_court,Houran,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['property', 'contract']",[],,False,[],,714,case_order,1.0.0,2026-07-16T02:04:42.975035,0.8
2014-0343,2014-0343,['2014-0343'],,,,"George C. Conkey, II v. Town of Dorchester",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140343.pdf,,2015-03-16,,2015,Superior Court,superior_court,Bornstein,criminal,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['criminal', 'administrative_law', 'civil_procedure', 'statutory_interpretation', 'constitutional', 'property', 'employment', 'contract']","['RSA 231:65', 'RSA 91-A']",RSA 231:65,True,['de_novo'],,1391,case_order,1.0.0,2026-07-16T02:04:43.562695,0.8
2014-0349,2014-0349,['2014-0349'],,,,Town of Troy v. The Monadnock Regional School District,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140349.pdf,,2015-02-06,,2015,,,,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['administrative_law', 'constitutional', 'contract', 'tax']",[],,False,[],,286,case_order,1.0.0,2026-07-16T02:04:43.638072,0.8
2014-0351,2014-0351,['2014-0351'],,,,"Robert Baker v. President, Kilnwood on Kanasatka Condominium Association, Inc.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140351.pdf,,2015-02-19,,2015,Superior Court,superior_court,Houran,civil,standard,affirmed,per_curiam,Per Curiam,2,0,0,0,2-0,True,False,False,['civil_procedure'],[],,False,[],,353,case_order,1.0.0,2026-07-16T02:04:46.424327,0.8
2014-0355,2014-0355,['2014-0355'],,,,Patricia Donovan v. Desire Belmore,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140355.pdf,,2015-02-19,,2015,"Superior Court (Nicolosi, J.)",superior_court,Nicolosi,family/domestic,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['domestic_violence'],[],,False,[],,309,case_order,1.0.0,2026-07-16T02:04:47.126021,0.8
2014-0356,2014-0356,['2014-0356'],,,,State of New Hampshire v. Adam Welch,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140356.pdf,,2015-04-28,,2015,"Superior Court (Kissinger, J.)",superior_court,Kissinger,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['evidence'],[],,False,[],,1271,case_order,1.0.0,2026-07-16T02:04:47.721042,0.8
2014-0357,2014-0357,['2014-0357'],,,,In the Matter of Suzanne Brule and Robert Brule,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140357.pdf,,2015-04-03,,2015,"Circuit Court (Lawrence, J.)",circuit_court,Lawrence,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['family_law', 'property', 'evidence', 'tax']","['RSA 458:19, IV', 'RSA 458:16-a, v', 'RSA 458:16-a, I', 'RSA 458:19, I']","RSA 458:19, IV",False,[],,1476,case_order,1.0.0,2026-07-16T02:04:49.005475,0.8
2014-0358,2014-0358,['2014-0358'],,,,Christy Silver m/n/f Rome Joseph Poto v. Lenora Poto & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140358.pdf,,2015-09-30,,2015,"Superior Court (Garfunkel, J.)",superior_court,Garfunkel,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['insurance', 'family_law', 'statutory_interpretation', 'employment', 'contract']",[],,True,['de_novo'],,1294,case_order,1.0.0,2026-07-16T02:04:49.549943,0.8
2014-0359,2014-0359,['2014-0359'],,,,Peter Pratt & a. v. William Doherty & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140359.pdf,,2015-02-18,,2015,,administrative,,civil,standard,dismissed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['civil_procedure'],[],,False,[],,321,case_order,1.0.0,2026-07-16T02:04:50.135429,0.8
2014-0363,2014-0363,['2014-0363'],,,,State of New Hampshire v. Tammy Dunn,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140363.pdf,,2015-04-06,,2015,"Superior Court (O’Neill, J.)",superior_court,O’Neill,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['insurance', 'statutory_interpretation', 'property', 'tax']","['RSA 641:1, I', 'RSA 641:1, II']","RSA 641:1, I",True,[],,918,case_order,1.0.0,2026-07-16T02:04:53.706623,0.8
2014-0364,2014-0364,['2014-0364'],,,,State of New Hampshire v. William Roy,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140364.pdf,,2015-09-17,,2015,"Superior Court (MacLeod, J.)",superior_court,MacLeod,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['family_law', 'property']","['RSA 638:1, I', 'RSA 635:1']","RSA 638:1, I",False,[],,1425,case_order,1.0.0,2026-07-16T02:04:54.135816,0.8
2014-0367,2014-0367,['2014-0367'],,,,State of New Hampshire v. Patricia Pappalardo,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140367.pdf,,2015-03-13,,2015,"Circuit Court (Stephen, J.)",circuit_court,Stephen,criminal,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['criminal', 'property', 'tort', 'DWI']","['RSA 265-A:2, I', 'RSA 594:10, I', 'RSA 594:15']","RSA 265-A:2, I",False,"['de_novo', 'clear_error']",,1008,case_order,1.0.0,2026-07-16T02:04:54.692856,0.8
2014-0369,2014-0369,['2014-0369'],,,,Creative Transportation Service v. Paul E. Vrusho d/b/a Granite State Nursery & Evergreen,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140369.pdf,,2015-03-13,,2015,"Superior Court (McHugh, J.)",superior_court,McHugh,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['statutory_interpretation'],[],,True,[],,457,case_order,1.0.0,2026-07-16T02:04:55.238135,0.8
2014-0371,2014-0371,['2014-0371'],,,,Richard H. Daley & a. v. Linda K. Babigian,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140371.pdf,,2015-02-19,,2015,"Superior Court (Delker, J.)",superior_court,Delker,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['civil_procedure', 'contract']",[],,False,[],,231,case_order,1.0.0,2026-07-16T02:04:55.305579,0.8
2014-0373,2014-0373,['2014-0373'],,,,State of New Hampshire v. Dickens Etienne,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140373.pdf,,2015-08-10,,2015,Superior Court,superior_court,Garfunkel,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['administrative_law', 'family_law', 'statutory_interpretation', 'property']","['RSA 595-A:6', 'RSA 595', 'RSA 318-B:17-b', 'RSA 318', 'RSA 318-B:17-d']",RSA 595-A:6,True,['de_novo'],,1384,case_order,1.0.0,2026-07-16T02:04:55.462537,0.8
2014-0379,2014-0379,['2014-0379'],,,,David D. Vandenberg v. Judith Hamilton,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140379.pdf,,2015-01-08,,2015,Superior Court,superior_court,Smukler,family/domestic,standard,dismissed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['family_law', 'civil_procedure', 'statutory_interpretation', 'constitutional', 'property', 'tort']",['RSA 507:11'],RSA 507:11,True,[],,1286,case_order,1.0.0,2026-07-16T02:04:58.876304,0.8
2014-0380,2014-0380,['2014-0380'],,,,State of New Hampshire v. Charles Dreibelbis,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140380.pdf,,2015-07-14,,2015,"Circuit Court (Ashley, J.)",circuit_court,Ashley,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,['DWI'],"['RSA 265-A:2, I', 'RSA 265-A:11, I']","RSA 265-A:2, I",False,[],,1479,case_order,1.0.0,2026-07-16T02:04:59.308061,0.8
2014-0393,2014-0393,['2014-0393'],,,,Appeal of Eric Dupuis,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140393.pdf,,2015-07-14,,2015,,administrative,,criminal,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['criminal', 'administrative_law', 'statutory_interpretation', 'property', 'tort']","['RSA 635:1', 'RSA 541', 'RSA 541:2', 'RSA 541:13', 'RSA 635:1, I']",RSA 635:1,True,[],,1215,case_order,1.0.0,2026-07-16T02:04:59.766224,0.8
2014-0396,2014-0396,['2014-0396'],,,,Richard Maville v. Mindy B. Maville,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140396.pdf,,2015-02-12,,2015,Circuit Court,circuit_court,Spath,family/domestic,standard,dismissed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['civil_procedure', 'domestic_violence']","['RSA 173-B:5, IV']","RSA 173-B:5, IV",False,[],,448,case_order,1.0.0,2026-07-16T02:05:00.296801,0.8
2014-0400,2014-0400,['2014-0400'],,,,State of New Hampshire v. Ronald Libby,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140400.pdf,,2015-04-06,,2015,"Superior Court (Wageling, J.)",superior_court,Wageling,criminal,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['criminal'],"['RSA 632-A:2, III', 'RSA 629:1', 'RSA 632-A:1, I']","RSA 632-A:2, III",False,[],,1135,case_order,1.0.0,2026-07-16T02:05:00.835113,0.8
2014-0405,2014-0405,['2014-0405'],,,,State of New Hampshire v. Stefan R. Gauthier,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140405.pdf,,2015-03-16,,2015,Superior Court,superior_court,McNamara,criminal,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['criminal', 'civil_procedure', 'statutory_interpretation', 'constitutional']","['RSA 641:5, I', 'RSA 651:5, I']","RSA 641:5, I",True,[],,742,case_order,1.0.0,2026-07-16T02:05:00.949516,0.8
2014-0410,2014-0410,['2014-0410'],,,,Peter Saunders & a. v. Town of Kingston,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140410.pdf,,2015-04-23,,2015,"Superior Court (McHugh, J.)",superior_court,McHugh,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['property', 'evidence']",[],,False,[],,1183,case_order,1.0.0,2026-07-16T02:05:01.187791,0.8
2014-0415,2014-0415,['2014-0415'],,,,In re Name Change of Alexandra Kimberly Chase,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140415.pdf,,2015-01-13,,2015,,,,family/domestic,standard,dismissed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['family_law'],[],,False,[],,323,case_order,1.0.0,2026-07-16T02:05:03.396131,0.8
2014-0421,2014-0421,['2014-0421'],,,,Town of Atkinson v. Michael Saviano,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140421.pdf,,2015-02-19,,2015,Superior Court,superior_court,McHugh,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['civil_procedure', 'constitutional', 'property']","['RSA 676:17, I']","RSA 676:17, I",False,[],,426,case_order,1.0.0,2026-07-16T02:05:03.693705,0.8
2014-0424,2014-0424,['2014-0424'],,,,Petition of James P. Connor,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140424.pdf,,2015-04-29,,2015,,administrative,,criminal,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['criminal', 'administrative_law']","['RSA 631:2-a', 'RSA 634:2', 'RSA 631:2', 'RSA 629:1', 'RSA 541:6', 'RSA 541', 'RSA 541:2', 'RSA 188-F:22-']",RSA 631:2-a,False,[],,1311,case_order,1.0.0,2026-07-16T02:05:03.991447,0.8
2014-0426,2014-0426,['2014-0426'],,,,Martin Hall & a. v. Ruth A. Rozelle & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140426.pdf,,2015-02-12,,2015,"Superior Court (Houran, J.)",superior_court,Houran,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['statutory_interpretation', 'property', 'contract', 'tax']",['RSA 21:20'],RSA 21:20,True,['de_novo'],,1263,case_order,1.0.0,2026-07-16T02:05:04.311425,0.8
2014-0433,2014-0433,['2014-0433'],,,,In re Guardianship of A.C.; In re Guardianship of K.C.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140433.pdf,,2015-01-30,,2015,"Circuit Court (Ryan, J.)",circuit_court,Ryan,family/domestic,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['family_law', 'statutory_interpretation']","['RSA 463:8, III', 'RSA 461']","RSA 463:8, III",True,[],,466,case_order,1.0.0,2026-07-16T02:05:04.695165,0.8
2014-0440,2014-0440,['2014-0440'],,,,"Blazingstar Funding, LLC v. Dimitrius Wilson & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140440.pdf,,2015-04-03,,2015,"Superior Court (Brown, J.)",superior_court,Brown,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['insurance', 'administrative_law', 'tax']",[],,False,[],,1348,case_order,1.0.0,2026-07-16T02:05:05.273839,0.8
2014-0447,2014-0447,['2014-0447'],,,,Robert Larochelle v. Dover Mortgage Co. d/b/a David A. Bordetsky,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140447.pdf,,2015-04-06,,2015,"Circuit Court (Ashley, J.)",circuit_court,Ashley,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['civil_procedure', 'contract']",[],,False,['de_novo'],,729,case_order,1.0.0,2026-07-16T02:05:05.401604,0.8
2014-0452,2014-0452,['2014-0452'],,,,"Kalika, LLC v. Boston & Maine Corporation & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140452.pdf,,2015-08-10,,2015,Superior Court,superior_court,McGuire,civil,standard,affirmed,per_curiam,Per Curiam,2,0,0,1,2-0,True,False,False,['civil_procedure'],[],,False,[],,232,case_order,1.0.0,2026-07-16T02:05:08.541508,0.8
2014-0459,2014-0459,['2014-0459'],,,,West Epping Water Company v. New Hampshire Department of Treasury & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140459.pdf,,2015-09-24,,2015,"Circuit Court (Weaver, J.)",circuit_court,Weaver,civil,standard,dismissed,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,"['civil_procedure', 'property']",['RSA 498:5-c'],RSA 498:5-c,False,[],,1446,case_order,1.0.0,2026-07-16T02:05:08.767007,0.8
2014-0463,2014-0463,['2014-0463'],,,,Gail Brown v. Anastasia Papaefthemiou,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140463.pdf,,2015-02-26,,2015,Superior Court,superior_court,,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,['property'],[],,False,[],,257,case_order,1.0.0,2026-07-16T02:05:09.154849,0.8
2014-0472,2014-0472,['2014-0472'],,,,Olga Edstrom v. Mount Saint Mary’s Condominium Association,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140472.pdf,,2015-04-29,,2015,"Superior Court (McNamara, J.)",superior_court,McNamara,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['civil_procedure', 'property']","['RSA 480:1', 'RSA 529:25-a', 'RSA 540:17', 'RSA 502-A:26', 'RSA 498:5-a', 'RSA 540']",RSA 480:1,False,[],,1214,case_order,1.0.0,2026-07-16T02:05:09.700976,0.8
2014-0505,2014-0505,['2014-0505'],,,,State of New Hampshire v. Wilkens Duterville,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140505.pdf,,2015-12-23,,2015,"Circuit Court (Morrison, J.)",circuit_court,Morrison,civil,standard,,per_curiam,Per Curiam,0,0,0,2,N/A,False,False,False,['statutory_interpretation'],"['RSA 265:53', 'RSA 259:8', 'RSA 259:93', 'RSA 259:118', 'RSA 265:32']",RSA 265:53,True,['plain_error'],,1397,case_order,1.0.0,2026-07-16T02:05:09.872529,0.8
2014-0511,2014-0511,['2014-0511'],,,,Betty J. Woodmansee & a. v. Federal National Mortgage Association,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140511.pdf,,2015-05-12,,2015,"Superior Court (Delker, J.)",superior_court,Delker,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['statutory_interpretation', 'constitutional']",[],,True,[],,772,case_order,1.0.0,2026-07-16T02:05:11.482808,0.8
2014-0514,2014-0514,['2014-0514'],,,,State of New Hampshire v. Aniano Mendez-Torres,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140514.pdf,,2015-04-06,,2015,,,,civil,standard,affirmed,per_curiam,Per Curiam,3,0,0,0,3-0,True,False,False,"['statutory_interpretation', 'evidence']","['RSA 263:64', 'RSA 259:60', 'RSA 263:64, I', 'RSA 259:60, I', 'RSA 259:57', 'RSA 261:40', 'RSA 263:33']",RSA 263:64,True,[],,603,case_order,1.0.0,2026-07-16T02:05:11.629690,0.8
